"id","pmid","nam","des","syn","mol","form","iup","smi","pdb","kegg","hmdb","mp","ws","db","rec","ref"
"20507","92877","5a-Androstan-3b-ol","5a-Androstan-3b-ol is a steroidal compound belonging to the group of odorous 16-androstenes; first isolated from boar testes and also found in humans. 5a-Androstan-3b-ol has pheromone-like properties in both animals and humans; but the molecular targets of its pheromonal activity are unknown. 5a-And","(3.beta.;5.alpha.)-androstan-3-ol;(3b)-Androstan-3-ol;(3b;5a)-Androstan-3-ol;(3beta)-Androstan-3-ol;(3beta;5alpha)-Androstan-3-ol;3.beta.-hydroxy-5.alpha.-androstane;3b-Hydroxy-5a-androstane;5.alpha.-","276.4568","C19H32O","(1S;2S;5S;7S;10S;11S;15S)-2;15-dimethyltetracyclo[8.7.0.0²;⁷.0¹¹;¹⁵]heptadecan-5-ol","[H][C@@]12CCC[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])C[C@@H](O)CC[C@]12C","NA","NA","HMDB0005830","NA","NA","NA","NA","HMDB"
"20508","101989","Androstenol","Androstenol is a steroidal compound belonging to the group of odorous 16-androstenes; first isolated from boar testes and also found in humans. Androstenol has pheromone-like properties in both animals and humans; but the molecular targets of its pheromonal activity are unknown. Androstenol as a phe","(3alpha;5alpha)-Androst-16-en-3-ol;3alpha-Hydroxyandrost-16-ene;Androst-16-en-3alpha-ol;(3a;5a)-Androst-16-en-3-ol;(3Α;5α)-androst-16-en-3-ol;3a-Hydroxyandrost-16-ene;3Α-hydroxyandrost-16-ene;Androst-","274.4409","C19H30O","(1S;2S;5R;7S;10R;11S;15R)-2;15-dimethyltetracyclo[8.7.0.0^{2;7}.0^{11;15}]heptadec-13-en-5-ol","[H][C@@]12CC=C[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])C[C@]([H])(O)CC[C@]12C","NA","NA","HMDB0005935","142.75","3.64 mg/L at 25 °C","NA","NA","HMDB"
"20509","134506","Dehydroandrosterone","Dehydroandrosterone is a normal human androgen. It has been found dehydroandrosterone and other androgens excretion is affected by seasonal rhythms changes. In a study of patients with peptic ulcer in the stage of remission; their androgen levels were higher both in summer and winter; but in the spr","3a-Hydroxy-5-androsten-17-one;3a-Hydroxy-androst-5-en-17-one;Androst-5-en-3a-ol-17-one;D5-Androstene-3a-ol-17-one;Isoandrostenolone;Androstenolone;Dehydroisoandrosterone;5 Androsten 3 beta hydroxy 17 ","288.4244","C19H28O2","(1S;2R;5R;10R;11S;15S)-5-hydroxy-2;15-dimethyltetracyclo[8.7.0.0²;⁷.0¹¹;¹⁵]heptadec-7-en-14-one","[H][C@@]12CCC(=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC=C2C[C@H](O)CC[C@]12C","NA","NA","HMDB0005962","148","NA","NA","NA","HMDB"
"20510","65555","Tetrahydrodeoxycortisol","Tetrahydrodeoxycortisol (THS) is a mineralocorticoid; the main urinary metabolite of 11-deoxycortisol. THS excretion is significantly associated with tetrahydroaldosterone excretion; total androgen excretion; and cortisol metabolites. Aldosterone synthesis is highly heritable and is affected by geno","Tetrahydro-11-deoxycortisol;11-Deoxytetrahydrocortisol;3alpha;17alpha;21-Trihydroxy-5beta-pregnan-20-one;5beta-Pregnane-3alpha;17alpha;21-triol-20-one;tetrahydro-S;Tetrahydrocortexolone;5 beta-Pregnan","350.4923","C21H34O4","1-[(1S;2S;5R;7R;10R;11S;14R;15S)-5;14-dihydroxy-2;15-dimethyltetracyclo[8.7.0.0²;⁷.0¹¹;¹⁵]heptadecan-14-yl]-2-hydroxyethan-1-one","[H][C@@]12CC[C@](O)(C(=O)CO)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@]2([H])C[C@H](O)CC[C@]12C","NA","C14594","HMDB0005972","NA","NA","NA","NA","HMDB"
"20511","53477798","Epimetendiol","Epimetendiol is one of the major urinary metabolites of the anabolic androgenic compound metandienone. Anabolic-androgenic steroids such as metandienone are some of the most frequently detected drugs in amateur and professional sports. ","(3a;5b;17a)-17-Methyl-androst-1-ene-3;17-diol;17-Epimetendiol;17b-Methyl-5b-androst-1-ene-3a;17a-diol;(3a;5b;17a)-17-Methyl-androst-1-ene-3;17-diol;17-Epimetendiol;17b-Methyl-5b-androst-1-ene-3a;17a-d","318.4935","C21H34O2","(1S;2R;5S;7R;10R;11S;14R;15S)-2;7;14;15-tetramethyltetracyclo[8.7.0.0²;⁷.0¹¹;¹⁵]heptadec-3-ene-5;14-diol","[H][C@@]12CC[C@@](C)(O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@]2(C)C[C@H](O)C=C[C@]12C","NA","NA","HMDB0006012","NA","NA","NA","NA","HMDB"
"20512","101850","11-Ketoetiocholanolone","11-Ketoetiocholanolone is an endogenous anabolic androgenic steroid. The concentration ratio of 11-hydroxyetiocholanolone/11-hydroxyandrosterone is increased in patients with uterine leiomyomas; and it appears to be caused by a decrease in patients' metabolite of steroids. ","3alpha-Hydroxy-5beta-androstane-11;17-dione;3a-Hydroxy-5b-androstane-11;17-dione;3Α-hydroxy-5β-androstane-11;17-dione;(3alpha;5beta)-3-Hydroxy-androstane-11;17-dione;11-Oxoaetiocholanolone;11-Oxoetioc","304.4238","C19H28O3","(1S;2S;5R;7R;10S;11S;15S)-5-hydroxy-2;15-dimethyltetracyclo[8.7.0.0²;⁷.0¹¹;¹⁵]heptadecane-14;17-dione","[H][C@@]12CCC(=O)[C@@]1(C)CC(=O)[C@@]1([H])[C@@]2([H])CC[C@]2([H])C[C@H](O)CC[C@]12C","NA","C14552","HMDB0006031","NA","NA","NA","NA","HMDB"
"20513","473141","7beta-Hydroxycholesterol","7beta-Hydroxycholesterol belongs to the class of organic compounds known as cholesterols and derivatives. Cholesterols and derivatives are compounds containing a 3-hydroxylated cholestane core. Thus; 7beta-hydroxycholesterol is considered to be a sterol lipid molecule. ","(3beta;7beta)-Cholest-5-ene-3;7-diol;7-HYDROXYCHOLESTEROL;(3b;7b)-Cholest-5-ene-3;7-diol;(3Β;7β)-cholest-5-ene-3;7-diol;7b-Hydroxycholesterol;7Β-hydroxycholesterol;7 beta-Hydroxycholesterol;Cholest-5-","402.6529","C27H46O2","(1S;2R;5S;9R;10S;11S;14R;15R)-2;15-dimethyl-14-[(2R)-6-methylheptan-2-yl]tetracyclo[8.7.0.0^{2;7}.0^{11;15}]heptadec-7-ene-5;9-diol","[H][C@@]1(CC[C@@]2([H])[C@]3([H])[C@@H](O)C=C4C[C@@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)CCCC(C)C","NA","NA","HMDB0006119","NA","NA","NA","NA","HMDB"
"20514","9547243","Ercalcitriol","Ercalcitriol is the active circulating metabolite of vitamin D2. Vitamin D2 is modified by 25-hydroxylase in the liver and 25-hydroxyvitamin D *-hydroxylase in the kidney to form the active metabolite; ercalcitriol; which is then metabolized by 25-hydroxyvitamin D-24-hydroxylase (24-OHase; CYP24A1; ","1;25-Dihydroxycalciferol;1;25-Dihydroxyergocalciferol;1;25-Dihydroxyvitamin D2;1alpha;25-Dihydroxycalciferol;1alpha;25-Dihydroxyergocalciferol;1a;25-Dihydroxycalciferol;1Α;25-dihydroxycalciferol;1a;25","428.6472","C28H44O3","(1R;3S;5Z)-5-{2-[(1R;3aS;4E;7aR)-1-[(2R;3E;5S)-6-hydroxy-5;6-dimethylhept-3-en-2-yl]-7a-methyl-octahydro-1H-inden-4-ylidene]ethylidene}-4-methylidenecyclohexane-1;3-diol","C[C@H](C=C[C@H](C)C(O)(C)C)[C@@]1([H])CC[C@@]2([H])C(CCC[C@]12C)=CC=C1C[C@@H](O)C[C@H](O)C1=C","NA","NA","HMDB0006225","NA","NA","NA","NA","HMDB"
"20515","5283748","24R;25-Dihydroxyvitamin D3","24R;25-Dihydroxyvitamin D3; also known as 24(R);25(OH)2D3; is a vitamin D metabolite; a dihydroxylated form of the seco-steroid. With the identification of a target cell; the growth plate resting zone (RC) chondrocyte; studies indicate that there are specific membrane-associated signal transduction ","(24R)-24;25-Dihydroxycholecalciferol;(24R)-24;25-Dihydroxyvitamin D3;24(R);25-Dihydroxyvitamin D3;24R;25(OH)2D3;24R;25-Dihydroxycholecalciferol;Secalciferol;Osteo D;24;25-Dihydroxycholecalciferol;24;2","416.646","C27H44O3","(3R;6R)-6-[(1R;3aS;4E;7aR)-4-{2-[(1Z;5S)-5-hydroxy-2-methylidenecyclohexylidene]ethylidene}-7a-methyl-octahydro-1H-inden-1-yl]-2-methylheptane-2;3-diol","[H][C@@]1(CC[C@@]2([H])C(CCC[C@]12C)=CC=C1C[C@@H](O)CCC1=C)[C@H](C)CC[C@@H](O)C(C)(C)O","NA","NA","HMDB0006226","NA","NA","NA","NA","HMDB"
"20516","6446280","24-Hydroxycalcitriol","24-Hydroxycalcitriol stimulates intestinal calcium transport but not bone calcium mobilization or phosphate transport reactions.","1alpha;24R;25(OH)3D3;1alpha;24R;25-Trihydroxycholecalciferol;1alpha;24R;25-Trihydroxyvitamin D3;1a;24R;25(OH)3D3;1Α;24R;25(OH)3D3;1a;24R;25-Trihydroxycholecalciferol;1Α;24R;25-trihydroxycholecalcifero","432.6359","C27H44O4","(1R;3S;5Z)-5-{2-[(1R;3aS;4E;7aR)-1-[(2R;5R)-5;6-dihydroxy-6-methylheptan-2-yl]-7a-methyl-octahydro-1H-inden-4-ylidene]ethylidene}-4-methylidenecyclohexane-1;3-diol","C[C@H](CC[C@@H](O)C(O)(C)C)[C@@]1([H])CC[C@@]2([H])C(CCC[C@]12C)=CC=C1C[C@@H](O)C[C@H](O)C1=C","NA","NA","HMDB0006228","NA","NA","NA","NA","HMDB"
"20517","53477807","25-Hydroxycholesterol","25-Hydroxycholesterol is steroid derivative that suppresses the cleavage of sterol regulatory element binding proteins (SREBPs). It also induces apoptosis through down-regulation of Bcl-2 expression and activation of caspases. 25-Hydroxycholesterol also enhances Interleukin-1 beta (IL-1beta-induced)","(beta)-Cholest-5-ene-3-25-diol;25-Hydroxy-cholesterol;25-Hydroxycholest-5-en-3-ol;5-Cholestene-3beta-25-diol;Cholest-5-en-3beta-25-diol;Cholest-5-ene-3-b;25-diol;Cholest-5-ene-3-beta;25-diol;Cholest-5","402.6529","C27H46O2","(2R;5S;10S;14R;15R)-14-[(2R)-6-hydroxy-6-methylheptan-2-yl]-2;15-dimethyltetracyclo[8.7.0.0²;⁷.0¹¹;¹⁵]heptadec-7-en-5-ol","[H]C12CC[C@H]([C@H](C)CCCC(C)(C)O)[C@@]1(C)CCC1([H])[C@@]2([H])CC=C2C[C@@H](O)CC[C@]12C","NA","C15519","HMDB0006247","172","NA","NA","NA","HMDB"
"20518","18603089","6beta-Hydroxytestosterone","DG(O-16:0/18:0/0:0) belongs to the family of Diacylglycerols. These are glycerolipids lipids containing a common glycerol backbone to which at least one fatty acyl group is esterified. DG(O-16:0/18:0/0:0) is also a substrate of diacylglycerol kinase. It is involved in the phospholipid metabolic path","2-Octadecanoyl-1-hexadecyl-sn-glycerol;(6beta;17beta)-6;17-Dihydroxyandrost-4-en-3-one;4-Androsten-6beta;17beta-diol-3-one;6beta;17beta-Dihydroxy-4-androsten-3-one;6beta;17beta-Dihydroxyandrost-4-en-3","304.4238","C19H28O3","(1S;2R;8R;10R;11S;14S;15S)-8;14-dihydroxy-2;15-dimethyltetracyclo[8.7.0.0²;⁷.0¹¹;¹⁵]heptadec-6-en-5-one","[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])C[C@@H](O)C2=CC(=O)CC[C@]12C","NA","NA","HMDB0006259","172","NA","NA","NA","HMDB"
"20519","92746","Zymosterol intermediate 2","Zymosterol is the precursor of cholesterol and is found in the plasma membrane. zymosterol circulates within the cells. The structural features of zymosterol provided optimal substrate acceptability. In human fibroblasts; zymosterol is converted to cholesterol solely in the rough ER. ","5alpha-Cholesta-8;24-dien-3beta-ol;delta8;24-Cholestadien-3beta-ol;Zymostrol;5a-Cholesta-8;24-dien-3b-ol;5Α-cholesta-8;24-dien-3β-ol;delta8;24-Cholestadien-3b-ol;Δ8;24-cholestadien-3β-ol;Zymosterol in","384.6377","C27H44O","(2S;5S;7S;11R;14R;15R)-2;15-dimethyl-14-[(2R)-6-methylhept-5-en-2-yl]tetracyclo[8.7.0.0^{2;7}.0^{11;15}]heptadec-1(10)-en-5-ol","[H][C@@](C)(CCC=C(C)C)[C@@]1([H])CC[C@@]2([H])C3=C(CC[C@]12C)[C@@]1(C)CC[C@H](O)C[C@]1([H])CC3","NA","C05437","HMDB0006271","110","NA","NA","NA","HMDB"
"20520","440985","7-a;27-Dihydroxycholesterol","7-a;27-Dihydroxycholesterol; also known as cholest-5-ene-3b;7a;26-triol; belongs to the class of organic compounds known as trihydroxy bile acids; alcohols and derivatives. These are prenol lipids structurally characterized by a bile acid or alcohol which bears three hydroxyl groups. ","5-Cholestene-3beta;7alpha;26-triol;7-alpha;27-Dihydroxycholesterol;Cholest-5-ene-3beta;7alpha;26-triol;Cholest-5-ene-3beta;7alpha;27-triol;5-Cholestene-3b;7a;26-triol;5-Cholestene-3β;7α;26-triol;7-Α;2","418.6523","C27H46O3","(1S;2R;5S;9S;10S;11S;14R;15R)-14-[(2R)-7-hydroxy-6-methylheptan-2-yl]-2;15-dimethyltetracyclo[8.7.0.0²;⁷.0¹¹;¹⁵]heptadec-7-ene-5;9-diol","[H][C@@]1(CC[C@@]2([H])[C@]3([H])[C@H](O)C=C4C[C@@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)CCCC(C)CO","NA","C06341","HMDB0006281","NA","NA","NA","NA","HMDB"
"20521","440711","20alpha-Hydroxycholesterol","20alpha-Hydroxycholesterol belongs to the class of organic compounds known as cholesterols and derivatives. Cholesterols and derivatives are compounds containing a 3-hydroxylated cholestane core. Thus; 20alpha-hydroxycholesterol is considered to be a sterol. Based on a literature review very few art","20a-Hydroxycholesterol;20Α-hydroxycholesterol;(20S)-20-Hydroxycholesterol;(20S)-Cholest-5-ene-3 beta;20-diol;20 alpha-Hydroxycholesterol;20-Hydroxycholesterol;20-Hydroxycholesterol; (3beta;20 xi)-isom","402.6529","C27H46O2","(1S;2R;5S;10S;11S;14S;15S)-14-[(2R)-2-hydroxy-6-methylheptan-2-yl]-2;15-dimethyltetracyclo[8.7.0.0²;⁷.0¹¹;¹⁵]heptadec-7-en-5-ol","CC(C)CCC[C@@](C)(O)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C","NA","C05500","HMDB0006283","NA","NA","NA","NA","HMDB"
"20522","12918533","Calcitroic acid","Calcitroic acid (1 alpha-hydroxy-23 carboxy-24;25;26;27-tetranorvitamin D(3)) is a metabolite of 1 alpha; 25-dihydroxyvitamin D(3) (calcitriol). It is soluble in water; and is excreted in urine. This deactivation process involves a series of oxidation reactions at C24 and C23 leading to side-chain c","Calcitroate;(3R)-3-[(1R;3AR;4E;7ar)- 4-[(2Z)-2-[(3R;5R)-3;5- dihydroxy-2-methylene-cyclohexylidene]ethylidene] -7a-methyl-2;3;3a;5;6;7-hexahydro-1H -inden-1-yl]butanoate;(3R)-3-[(1R;3AR;4E;7ar)- 4-[(2","374.5137","C23H34O4","(3R)-3-[(1R;3aS;4E;7aR)-4-{2-[(1E;3S;5R)-3;5-dihydroxy-2-methylidenecyclohexylidene]ethylidene}-7a-methyl-octahydro-1H-inden-1-yl]butanoic acid","[H][C@@]12CC[C@H]([C@H](C)CC(O)=O)[C@@]1(C)CCCC2=C/C=C1C[C@@H](O)C[C@H](O)C1=C","NA","NA","HMDB0006472","NA","NA","NA","NA","HMDB"
"20523","11199982","Previtamin D3","Previtamin D3; also known as tachysterol(3) or precalciferol; belongs to the class of organic compounds known as vitamin d and derivatives. Vitamin D and derivatives are compounds containing a secosteroid backbone; usually secoergostane or secocholestane. Based on a literature review very few articl","(3beta;6Z)-9;10-Secocholesta-5(10);6;8-trien-3-ol;(6Z)-(3S)-9;10-Seco-5(10);6;8-cholestatrien-3-ol;Previtamin D(3);Previtamin d_3 / precholecalciferol / (6Z)-tacalciol;Previtamin D(3); (3beta;6E)-isom","384.6377","C27H44O","(1S)-3-[(Z)-2-[(1R;7aR)-7a-methyl-1-[(2R)-6-methylheptan-2-yl]-2;3;3a;6;7;7a-hexahydro-1H-inden-4-yl]ethenyl]-4-methylcyclohex-3-en-1-ol","CC(C)CCC[C@@H](C)[C@H]1CCC2([H])C(=CCC[C@]12C)C=C/C1=C(C)CC[C@H](O)C1","NA","C07711","HMDB0006500","NA","NA","NA","NA","HMDB"
"20524","111049","Lumisterol 3","Lumisterol 3 is a normal human secosterooid metabolite from the class of vitamin D3 photoisomer derivatives. It is synthesized from 7-Dehydrocholesterol in the epidermis in response to ultraviolet irradiation. When human skin is exposed to ultraviolet radiation; epidermal 7-dehydrocholesterol is con","(3b;9b;10a)-Cholesta-5;7-dien-3-ol;9b;10a-Cholesta-5;7-dien-3b-ol;9beta;10alpha-Cholesta-5;7-dien-3beta-ol;(3b;9b;10a)-Cholesta-5;7-dien-3-ol;9b;10a-Cholesta-5;7-dien-3b-ol;9beta;10alpha-Cholesta-5;7-","384.6377","C27H44O","(1R;2S;5S;11R;14R;15R)-2;15-dimethyl-14-[(2R)-6-methylheptan-2-yl]tetracyclo[8.7.0.0²;⁷.0¹¹;¹⁵]heptadeca-7;9-dien-5-ol","[H][C@@]1(CC[C@@]2([H])C3=CC=C4C[C@@H](O)CC[C@@]4(C)[C@]3([H])CC[C@]12C)[C@H](C)CCCC(C)C","NA","NA","HMDB0006505","NA","NA","NA","NA","HMDB"
"20525","12303099","5;6-trans-Vitamin D3","5;6-trans-vitamin D3 is the result of photodegradation of vitamin D3; and once formed in the skin; exposure to sunlight results in its rapid photodegradation to a variety of photoproducts. During chronic exposure to sunlight vitamin D3 in the skin can be photoisomerized to a variety of photoproducts","3-[(2E)-2-[(1R;3AS;7ar)-1-[(1R)-1;5-dimethylhexyl]octahydro-7a-methyl-4H-inden-4-ylidene]ethylidene]-4-methylene-cyclohexanol;5;6-trans-Cholecalciferol;trans-Vitamin D3;3-[(2E)-2-[(1R;3AS;7ar)-1-[(1R)","384.6377","C27H44O","(1S;3E)-3-{2-[(1R;4E;7aR)-7a-methyl-1-[(2R)-6-methylheptan-2-yl]-octahydro-1H-inden-4-ylidene]ethylidene}-4-methylidenecyclohexan-1-ol","CC(C)CCC[C@@H](C)[C@H]1CCC2([H])C(CCC[C@]12C)=CC=C1/C[C@@H](O)CCC1=C","NA","NA","HMDB0006719","NA","NA","NA","NA","HMDB"
"20526","13072270","23S;25-dihydroxyvitamin D3","23S;25-dihydroxyvitamin D3 (23S;25-(OH)2D3) is a circulating metabolite of vitamin D3 during vitamin D excess. During hypocalcemia or hypovitaminosis D; 25-OH-D3 is 1alpha-hydroxylated; primarily in kidney; to produce 1;25-(OH)2D3. ","(3beta;5Z;7E)-9;10-Secocholesta-5;7;10(19)-triene-3;23;25-triol;23;25-Dihydroxycholecalciferol;23;25-Dihydroxyvitamin D3;23S;25-Dihydroxyvitamin D;23;25-Dihydroxyvitamin D3; (3beta;5Z;7E;23R)-isomer;2","416.6365","C27H44O3","(6R)-6-[(1R;4E;7aR)-4-{2-[(1Z;5R)-5-hydroxy-2-methylidenecyclohexylidene]ethylidene}-7a-methyl-octahydro-1H-inden-1-yl]-2-methylheptane-2;4-diol","OC(C[C@@H](C)[C@H]1CCC2([H])C(CCC[C@]12C)=CC=C1C[C@H](O)CCC1=C)CC(O)(C)C","NA","NA","HMDB0006720","NA","NA","NA","NA","HMDB"
"20527","99486","CE(14:0)","CE(14:0) is a cholesterol fatty acid ester or simply a cholesterol ester (CE). Cholesterol esters are cholesterol molecules with long-chain fatty acids linked to the hydroxyl group. They are much less polar than free cholesterol and appear to be the preferred form for transport in plasma and for sto","1-Myristoyl-cholesterol;CE(14:0/0:0);Cholesterol 1-tetradecanoic acid;Cholesterol ester(14:0);Cholesterol ester(14:0/0:0);Cholesteryl tetradecanoate;Cholesterol 1-tetradecanoate;Cholesteryl tetradecan","597.0092","C41H72O2","(1S;2R;5S;10S;11S;14R;15R)-2;15-dimethyl-14-[(2R)-6-methylheptan-2-yl]tetracyclo[8.7.0.0²;⁷.0¹¹;¹⁵]heptadec-7-en-5-yl tetradecanoate","[H][C@@]1(CC[C@@]2([H])[C@]3([H])CC=C4C[C@H](CC[C@]4(C)[C@@]3([H])CC[C@]12C)OC(=O)CCCCCCCCCCCCC)[C@H](C)CCCC(C)C","NA","NA","HMDB0006725","NA","7.4e-12 mg/L at 25 °C","NA","NA","HMDB"
"20528","6479222","CE(20:4(5Z;8Z;11Z;14Z))","CE(20:4(5Z;8Z;11Z;14Z)) is a cholesterol fatty acid ester or simply a cholesterol ester (CE). Cholesterol esters are cholesterol molecules with long-chain fatty acids linked to the hydroxyl group. ","(5Z;8Z;11Z;14Z-Eicosatetraenoate;(5Z;8Z;11Z;14Z-Eicosatetraenoate);(5Z;8Z;11Z;14Z-Eicosatetraenoic acid;20:4 Cholesterol ester;Cholest-5-en-3-ol (3beta)- 5;8;11;14-eicosatetraenoate;Cholest-5-en-3-ol ","673.123","C47H76O2","(2R;5S;15R)-2;15-dimethyl-14-[(2R)-6-methylheptan-2-yl]tetracyclo[8.7.0.0^{2;7}.0^{11;15}]heptadec-7-en-5-yl (5Z;8Z;11Z;14Z)-icosa-5;8;11;14-tetraenoate","CCCCCC=C/CC=C/CC=C/CC=C/CCCC(=O)O[C@H]1CC[C@]2(C)C3CC[C@]4(C)C(CCC4C3CC=C2C1)[C@H](C)CCCC(C)C","NA","C02530","HMDB0006726","NA","NA","NA","NA","HMDB"
"20529","131150","CE(22:0)","CE(22:0) is a cholesterol fatty acid ester or simply a cholesterol ester (CE). Cholesterol esters are cholesterol molecules with long-chain fatty acids linked to the hydroxyl group. They are much less polar than free cholesterol and appear to be the preferred form for transport in plasma and for sto","1-Tetradecanoyl-2-octadecanoyl-sn-glycero-3-phosphocholine;GPCho(14:0/18:0);Phosphatidylcholine(14:0/18:0);1-Myristoyl-2-stearoylphosphatidylcholine;1m-2S-PC;GPCho(32:0);Lecithin;Phosphatidylcholine(3","709.2218","C49H88O2","(2R;5S;15R)-2;15-dimethyl-14-[(2R)-6-methylheptan-2-yl]tetracyclo[8.7.0.0²;⁷.0¹¹;¹⁵]heptadec-7-en-5-yl docosanoate","CCCCCCCCCCCCCCCCCCCCCC(=O)O[C@H]1CC[C@]2(C)C3CC[C@]4(C)C(CCC4C3CC=C2C1)[C@H](C)CCCC(C)C","NA","NA","HMDB0006727","NA","NA","NA","NA","HMDB"
"20530","53477888","CE(24:1(15Z))","Cholesteryl nervonic acid is a cholesteryl ester. A cholesteryl ester is an ester of cholesterol. Fatty acid esters of cholesterol constitute about two-thirds of the cholesterol in the plasma. Cholesterol is a sterol (a combination steroid and alcohol) and a lipid found in the cell membranes of all ","24:1 Cholesterol ester;Cholest-5-en-3beta-yl (15Z-tetracosenoate;Cholest-5-en-3beta-yl (15Z-tetracosenoate);Cholest-5-en-3beta-yl (15Z-tetracosenoic acid;Cholesteryl nervonic acid;Cholesterol 1-nervon","735.2591","C51H90O2","(1S;2R;5S;10S;11S;14R;15R)-2;15-dimethyl-14-[(2R)-6-methylheptan-2-yl]tetracyclo[8.7.0.0^{2;7}.0^{11;15}]heptadec-7-en-5-yl (15Z)-tetracos-15-enoate","CCCCCCCCC=C/CCCCCCCCCCCCCC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@@]3([H])[C@]4([H])CC[C@]([H])([C@H](C)CCCC(C)C)[C@@]4(C)CC[C@]23[H])C1","NA","C02530","HMDB0006728","NA","NA","NA","NA","HMDB"
"20531","16061341","CE(22:4(7Z;10Z;13Z;16Z))","Cholesteryl docosatetraenoic acid is a cholesteryl ester. A cholesteryl ester is an ester of cholesterol. Fatty acid esters of cholesterol constitute about two-thirds of the cholesterol in the plasma. Cholesterol is a sterol (a combination steroid and alcohol) and a lipid found in the cell membranes","22:4 Cholesterol ester;Cholest-5-en-3beta-yl (7Z;10Z;13Z;16Z-docosatetraenoate;Cholest-5-en-3beta-yl (7Z;10Z;13Z;16Z-docosatetraenoic acid;Cholesteryl docosatetraenoate;Cholesteryl docosatetraenoic ac","701.177","C49H80O2","(2R;5S;15R)-2;15-dimethyl-14-[(2R)-6-methylheptan-2-yl]tetracyclo[8.7.0.0^{2;7}.0^{11;15}]heptadec-7-en-5-yl (7Z;10Z;13Z;16Z)-docosa-7;10;13;16-tetraenoate","CCCCCC=C/CC=C/CC=C/CC=C/CCCCCC(=O)O[C@H]1CC[C@]2(C)C3CC[C@]4(C)C(CCC4C3CC=C2C1)[C@H](C)CCCC(C)C","NA","C02530","HMDB0006729","NA","NA","NA","NA","HMDB"
"20532","53477889","CE(20:5(5Z;8Z;11Z;14Z;17Z))","Cholesteryl eicosapentaenoic acid is a cholesteryl ester. A cholesteryl ester is an ester of cholesterol. Fatty acid esters of cholesterol constitute about two-thirds of the cholesterol in the plasma. Cholesterol is a sterol (a combination steroid and alcohol) and a lipid found in the cell membranes","(3b)-Cholest-5-en-3-ol  (5Z;8Z;11Z;14Z;17Z)-5;8;11;14;17-eicosapentaenoate;(3b)-Cholest-5-en-3-ol  (5Z;8Z;11Z;14Z;17Z)-5;8;11;14;17-eicosapentaenoic acid;(3b)-Cholest-5-en-3-ol (all-Z)-5;8;11;14;17-ei","671.0893","C47H74O2","(2R;5S;15R)-2;15-dimethyl-14-[(2R)-6-methylheptan-2-yl]tetracyclo[8.7.0.0^{2;7}.0^{11;15}]heptadec-7-en-5-yl (5Z;8Z;11Z;14Z;17Z)-icosa-5;8;11;14;17-pentaenoate","CCC=C/CC=C/CC=C/CC=C/CC=C/CCCC(=O)O[C@H]1CC[C@]2(C)C3CC[C@]4(C)C(CCC4C3CC=C2C1)[C@H](C)CCCC(C)C","NA","C02530","HMDB0006731","NA","NA","NA","NA","HMDB"
"20533","53477890","CE(22:6(4Z;7Z;10Z;13Z;16Z;19Z))","Cholesteryl docosahexaenoic acid is a cholesteryl ester. A cholesteryl ester is an ester of cholesterol. Fatty acid esters of cholesterol constitute about two-thirds of the cholesterol in the plasma. Cholesterol is a sterol (a combination steroid and alcohol) and a lipid found in the cell membranes ","22:6 Cholesterol ester;Cholest-5-en-3beta-yl (4Z;7Z;10Z;13Z;16Z;19Z-docosahexaenoate;Cholest-5-en-3beta-yl (4Z;7Z;10Z;13Z;16Z;19Z-docosahexaenoate);Cholest-5-en-3beta-yl (4Z;7Z;10Z;13Z;16Z;19Z-docosah","697.1265","C49H76O2","(2R;5S;15R)-2;15-dimethyl-14-[(2R)-6-methylheptan-2-yl]tetracyclo[8.7.0.0²;⁷.0¹¹;¹⁵]heptadec-7-en-5-yl (4Z;7Z;10Z;13Z;16Z;19Z)-docosa-4;7;10;13;16;19-hexaenoate","CCC=C/CC=C/CC=C/CC=C/CC=C/CC=C/CCC(=O)O[C@H]1CC[C@]2(C)C3CC[C@]4(C)C(CCC4C3CC=C2C1)[C@H](C)CCCC(C)C","NA","C02530","HMDB0006733","NA","NA","NA","NA","HMDB"
